admin	1228791394.7868.158	2010-07-27 23:58:51
admin	1266258336.4620.70	2010-02-15 13:25:36
admin	1266258613.816.598	2010-02-15 13:30:13
admin	1266271282.4660.73	2010-02-15 17:01:22
admin	1266273399.5624.144	2010-02-15 17:36:39
admin	1266287938.2672.629	2010-02-15 21:38:58
admin	1266863685.5928.712	2010-02-22 13:34:45
admin	1266863860.3752.407	2010-02-22 13:38:15
admin	1266875776.5872.278	2010-02-22 16:56:16
admin	1266877408.5672.825	2010-02-22 17:23:28
admin	1266883401.3624.990	2010-02-22 19:03:21
admin	1266883491.3780.888	2010-02-22 19:04:51
admin	1266883578.1824.826	2010-02-22 19:06:31
admin	1266883943.2840.111	2010-02-22 19:12:42
admin	1266884013.2020.211	2010-02-22 19:13:56
admin	1266893768.272.901	2010-02-22 21:56:36
admin	1266894188.4244.482	2010-02-22 22:03:08
admin	1266894433.2360.989	2010-02-22 22:07:13
admin	1266894926.1552.937	2010-02-22 22:15:26
admin	1266895374.2360.99	2010-02-22 22:22:54
admin	1266895632.2636.839	2010-02-22 22:27:12
admin	1266895812.5436.217	2010-02-22 22:30:12
admin	1266896114.2912.451	2010-02-22 22:35:14
admin	1266897183.2644.96	2010-02-22 22:53:03
admin	1266897291.3720.599	2010-02-22 22:54:51
admin	1266900262.3596.886	2010-02-22 23:46:01
admin	1266900832.3108.357	2010-02-22 23:54:33
admin	1266901051.3720.378	2010-02-22 23:58:11
admin	1266901203.4108.422	2010-02-23 00:05:01
admin	1267552295.3284.293	2010-03-02 12:52:01
admin	1267552407.4900.908	2010-03-02 12:53:41
admin	1267552545.5608.708	2010-03-02 12:55:45
admin	1267552546.4292.453	2010-03-02 12:55:46
admin	1267553343.2088.205	2010-03-02 13:09:03
admin	1267553583.4664.218	2010-03-02 13:13:03
admin	1267553780.400.902	2010-03-02 13:16:20
admin	1267553982.4464.814	2010-03-02 13:19:42
admin	1267554022.3212.330	2010-03-02 13:20:22
admin	1267555089.1688.929	2010-03-02 13:38:09
admin	1267555096.4944.62	2010-03-02 13:38:16
admin	1267555180.1612.544	2010-03-02 13:39:40
admin	1267555359.1688.832	2010-03-02 13:42:39
admin	1267555614.5656.706	2010-03-02 13:46:54
admin	1267555723.5720.446	2010-03-02 13:48:43
admin	1267556400.5516.152	2010-03-02 14:00:00
admin	1267557356.4584.579	2010-03-02 14:15:56
admin	1267557485.1920.262	2010-03-02 14:18:05
admin	1267559891.5648.32	2010-03-02 14:58:11
admin	1267559998.3740.346	2010-03-02 14:59:58
admin	1267560025.5888.651	2010-03-02 15:00:25
admin	1267560156.5932.134	2010-03-02 15:02:36
admin	1267560232.5712.485	2010-03-02 15:03:52
admin	1267560293.2800.782	2010-03-02 15:04:53
admin	1267560363.4340.464	2010-03-02 15:06:03
admin	1267560496.2348.539	2010-03-02 15:08:16
admin	1267560577.1168.943	2010-03-02 15:09:37
admin	1267560653.5452.124	2010-03-02 15:10:53
admin	1267560962.5304.585	2010-03-02 15:16:02
admin	1267561137.4828.612	2010-03-02 15:18:57
admin	1267561209.5756.305	2010-03-02 15:20:39
admin	1267561317.3832.842	2010-03-02 15:22:09
admin	1267561516.5688.93	2010-03-02 15:27:45
admin	1267561922.3428.827	2010-03-02 15:32:15
admin	1267562027.4700.160	2010-03-02 15:33:56
admin	1267562091.5224.9	2010-03-02 15:34:59
admin	1267562457.808.211	2010-03-02 15:40:57
admin	1267562501.4636.458	2010-03-02 15:41:50
admin	1267562801.3640.193	2010-03-02 15:46:50
admin	1267567137.5932.79	2010-03-02 16:58:57
admin	1267567756.5476.623	2010-03-02 17:09:16
admin	1267567925.1236.149	2010-03-02 17:12:05
admin	1267568066.2716.542	2010-03-02 17:14:26
admin	1267568213.4384.586	2010-03-02 17:16:53
admin	1267568349.4684.445	2010-03-02 17:19:09
admin	1267568475.1000.658	2010-03-02 17:21:15
admin	1268766592.144.984	2010-03-16 14:10:13
admin	9999999999.9999.999	2011-08-08 05:32:09
aguatest	9999999999.9999.999	2011-07-06 00:38:44
dmotti	0000000000.0000.000	2010-05-16 00:04:03
jgilbert	9999999999.9999.999	2011-02-11 23:15:50
jlhaner	0000000000.0000.000	2010-05-16 14:58:54
ntsinoremas	0000000000.0000.000	2010-03-06 01:35:31
syoung	1228791394.7868.158	2011-01-31 17:27:27
syoung	1261713263.1880.277	2009-12-25 03:54:23
syoung	1261713339.5900.337	2009-12-25 03:55:39
syoung	1261713366.5340.847	2009-12-25 03:56:06
syoung	1261713372.5288.520	2009-12-25 03:56:12
syoung	1261713438.3568.558	2009-12-25 03:57:18
syoung	1261713825.4964.722	2009-12-25 04:03:45
syoung	1261713872.4672.519	2009-12-25 04:04:32
syoung	1261713912.3760.20	2009-12-25 04:05:12
syoung	1261713936.2492.594	2009-12-25 04:05:36
syoung	1261713991.3604.857	2009-12-25 04:06:31
syoung	1261714085.4308.436	2009-12-25 04:08:05
syoung	1261714163.4296.540	2009-12-25 04:09:23
syoung	1261714178.4696.251	2009-12-25 04:09:38
syoung	1261714207.3400.376	2009-12-25 04:10:07
syoung	1261714223.3484.311	2009-12-25 04:10:23
syoung	1261714247.5680.748	2009-12-25 04:10:47
syoung	1261715132.2448.341	2009-12-25 04:25:32
syoung	1261715148.5392.902	2009-12-25 04:25:48
syoung	1261715282.6088.360	2009-12-25 04:28:02
syoung	1261715286.5252.941	2009-12-25 04:28:06
syoung	1261715872.1896.695	2009-12-25 04:37:52
syoung	1261720292.4456.357	2009-12-25 05:51:32
syoung	1261720380.3936.72	2009-12-25 05:53:00
syoung	1261720391.5428.837	2009-12-25 05:53:11
syoung	1261720400.3592.882	2009-12-25 05:53:20
syoung	1261720408.4176.408	2009-12-25 05:53:28
syoung	1261720489.1412.190	2009-12-25 05:54:49
syoung	1261720501.4428.663	2009-12-25 05:55:01
syoung	1261727628.4184.672	2009-12-25 07:53:48
syoung	1261727762.2352.817	2009-12-25 07:56:02
syoung	1261772077.4988.593	2009-12-25 20:14:37
syoung	1261772124.3972.795	2009-12-25 20:15:24
syoung	1261772213.3712.260	2009-12-25 20:16:53
syoung	1261772275.4956.394	2009-12-25 20:17:55
syoung	1266478629.4432.694	2010-02-18 02:37:09
syoung	1266883470.2884.927	2010-02-22 19:04:30
syoung	1266895516.4932.519	2010-02-22 22:25:16
syoung	1266895600.1292.429	2010-02-22 22:26:40
syoung	1266896370.2868.23	2010-02-22 22:39:30
syoung	1266896398.3520.476	2010-02-22 22:39:58
syoung	1266896521.288.192	2010-02-22 22:42:01
syoung	1266896680.5764.311	2010-02-22 22:44:40
syoung	1266896877.5736.411	2010-02-22 22:47:57
syoung	1266896904.588.140	2010-02-22 22:48:24
syoung	1266897019.4884.784	2010-02-22 22:50:19
syoung	1266897072.756.698	2010-02-22 22:51:12
syoung	1266897133.3284.16	2010-02-22 22:52:13
syoung	1266897425.916.30	2010-02-22 23:27:14
syoung	1266897888.5992.168	2010-02-22 23:35:20
syoung	1266899951.4548.103	2010-02-22 23:41:55
syoung	1266900503.1696.544	2010-02-22 23:48:52
syoung	1266900742.3516.994	2010-02-22 23:52:45
syoung	1266900940.5544.620	2010-02-22 23:56:22
syoung	1267552473.704.985	2010-03-02 12:54:46
syoung	1267554053.4480.64	2010-03-02 13:20:53
syoung	1267561042.2028.777	2010-03-02 15:17:22
syoung	1267571335.4360.116	2010-03-02 18:09:23
syoung	1274661082.4380.170	2010-05-23 20:31:22
syoung	1274661098.5592.800	2010-05-23 20:31:38
syoung	1274661146.5800.654	2010-05-23 20:32:26
syoung	1280257131.6068.839	2010-07-27 18:58:51
syoung	1280258556.2480.108	2010-07-27 19:22:36
syoung	1280258918.5040.229	2010-07-27 19:28:38
syoung	1280262578.6072.314	2010-07-27 20:31:38
syoung	1280267943.1100.869	2010-07-27 21:59:03
syoung	1280268364.6720.308	2010-07-27 22:06:04
syoung	1280272012.7676.66	2010-07-27 23:06:52
syoung	9999999999.9999.999	2011-09-28 03:25:14
whulme	0000000000.0000.000	2010-03-10 21:57:14
